id,imdb_id,original_title,adult,backdrop_path,budget,homepage,original_language,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,collection_id,collection_name,origin_country,genres,genre_ids,production_companies,production_countries,spoken_languages,keywords
1228246,tt30274401,Five Nights at Freddy's 2,False,/54BOXpX2ieTXMDzHymdDMnUIzYG.jpg,36000000,https://www.fivenightsatfreddys.movie,en,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",381.5918,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,2025-12-03,211217062,104,Released,You there?,Five Nights at Freddy's 2,False,6.8,355,1240438,Five Nights at Freddy's Collection,US,Horror|Thriller,27|53,Blumhouse Productions|Scott Cawthon Productions|Mind Hive Films,United States of America,English,killer robot|pizzeria|sequel|serial killer|security guard|based on video game|theme park|dead children|aftercreditsstinger|duringcreditsstinger|haunted attractions|night guard|animatronic|possessed doll|supernatural horror|ghost child|slasher horror|android horror
813,tt0080339,Airplane!,False,/lz6Cy1JgOR72AilU2ghDvLKbgqT.jpg,3500000,,en,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,12.1936,/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,1980-06-27,83453539,88,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,False,7.311,4880,91663,Airplane Collection,US,Comedy,35,Paramount Pictures|Howard W. Koch Productions,United States of America,English,"chicago, illinois|post-traumatic stress disorder (ptsd)|airplane|cataclysm|nun|guitar|alcohol|stewardess|taxi driver|passenger|fear of flying|pilot|medicine|air controller|landing|saxophone|autopilot|parody|spoof|food poisoning|los angeles, california|alcohol abuse|aftercreditsstinger|disaster movie|inflatable life raft|anarchic comedy"
1891,tt0080684,The Empire Strikes Back,False,/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",8.5016,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,1980-05-20,538400000,124,Released,The Star Wars saga continues.,The Empire Strikes Back,False,8.4,17951,10,Star Wars Collection,US,Adventure|Action|Science Fiction,12|28|878,Lucasfilm Ltd.,United States of America,English,rebellion|android|spacecraft|asteroid|rebel|space battle|snowstorm|space colony|swamp|space opera|nostalgic|artic|excited
694,tt0081505,The Shining,False,/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,19000000,https://www.warnerbros.com/movies/shining,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",13.7163,/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,1980-05-23,44781695,144,Released,A masterpiece of modern horror.,The Shining,False,8.206,18468,530064,The Shining Collection,US,Horror|Thriller,27|53,Warner Bros. Pictures|Peregrine|Hawk Films|The Producer Circle Co.,United Kingdom|United States of America,English,hotel|new year's eve|child abuse|based on novel or book|isolation|telepathy|delusion|halloween|snowstorm|colorado|seclusion|surrealism|writer's block|alcoholism|premonition|psychic power|caretaker|loneliness|vision|domestic violence|postmodern|psychological thriller|writer|twins|labyrinth|alcoholic|blizzard|mutilation|bloody body of child|extrasensory perception|uxoricide|motherhood|hypothermia|haunted hotel|psychological disintegration|pediatrician|repetition|mother son relationship|supernatural power|new year|supernatural horror|ghost child|psychotronic film|psychological horror|deal with the devil|nuclear family|avant garde|new year's party|identical twins|sinister|foreboding|frightened|réveillon
4488,tt0080761,Friday the 13th,False,/16zzKM5vDxnYiqG6Tg6wOkOLSmj.jpg,550000,,en,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,6.6688,/uGGpnWHOmWTARVN9wbC1nPxNgps.jpg,1980-05-09,59754601,95,Released,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",Friday the 13th,False,6.406,3213,9735,Friday the 13th Collection,US,Horror,27,Sean S. Cunningham Films|Georgetown Productions,United States of America,English,lake|new jersey|drowning|summer camp|sadism|villain|woods|revenge|murder|stalking|serial killer|cabin|camp|slasher|summer|series of murders|psychotic|1950s|teenager|suspenseful|antagonistic|b-horror
8393,tt0080801,The Gods Must Be Crazy,False,/3gzI0UrLqIR9D40qshwduhGZCp3.jpg,5000000,,en,A Coca-Cola bottle dropped from an airplane raises havoc among a normally peaceful tribe of African bushmen who believe it to be a utensil of the gods.,6.5518,/IgBfj5LfT7nwpodCZ34QCHp17x.jpg,1980-09-10,200000000,109,Released,The critics are raving... the natives are restless... and the laughter is non-stop!,The Gods Must Be Crazy,False,7.259,1262,87805,The Gods Must Be Crazy Collection,BW|ZA,Action|Comedy,28|35,CAT Films|Mimosa Films,South Africa|Botswana,Afrikaans|English|Tswana,airplane|africa|tribe|botswana|god|desert|soda bottle|kalahari|bushman|tribal|independent film
19494,tt0080319,Nine to Five,False,/k7135cfORy0T7evjsH8F1Koaxg5.jpg,10000000,,en,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",5.1645,/3nm6kWMFzxGtJb4UEuDB0lDWpcD.jpg,1980-12-18,103300000,110,Released,Getting even is a full-time job.,Nine to Five,False,6.9,530,,,US,Comedy,35,IPC Films|20th Century Fox,United States of America,French|English,kidnapping|bad boss|tied up|working women|company reorganization
11335,tt0081353,Popeye,False,/hsv86jC6cnueQeOShfXhRmPCqhr.jpg,20000000,,en,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",5.1056,/hCCp4pESgYY6uTFARYf4UYV1BdU.jpg,1980-12-12,49823037,114,Released,Haves a happy holiday with me an' Olive!,Popeye,False,5.523,671,,,US,Action|Adventure|Comedy|Family,28|12|35|10751,Paramount Pictures|Walt Disney Productions|Robert Evans Productions|King Features Syndicate,United States of America,English,baby|octopus|blackmail|musical|based on comic|tax collector|based on cartoon|super power|sailor|spinach|seaside town|abandoned baby
525,tt0080455,The Blues Brothers,False,/bk2fTuIhQIvdAA3RbnrnvLvuaTc.jpg,27000000,,en,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",5.0399,/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg,1980-06-16,115229890,133,Released,They'll never get caught. They're on a mission from God.,The Blues Brothers,False,7.721,4452,112636,The Blues Brothers Collection,US,Music|Comedy|Action|Crime,10402|35|28|80,Universal Pictures,United States of America,English,"prison|chicago, illinois|dancing|concert|country music|nazi|jazz|nun|music instrument|blues|shopping mall|road trip|church|buddy|parole|music|audacious|awestruck|euphoric|ridiculous"
16619,tt0081283,Ordinary People,False,/81LV5HJ9nUXGCMhrJpFNjwvbEZl.jpg,6000000,,en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",4.8748,/tJVETEDAKgD3fEh88SHOvMvOQue.jpg,1980-09-19,54766923,124,Released,Everything is in its proper place... except the past.,Ordinary People,False,7.5,673,,,US,Drama,18,Paramount Pictures|Wildwood Enterprises,United States of America,English,"chicago, illinois|depression|post-traumatic stress disorder (ptsd)|based on novel or book|suicide attempt|middle class|dysfunctional family|grief|bereavement|psychiatrist|guilt|grieving|survivor's guilt|loss of son|hopeful|sincere|tragic|mother son conflict"
1623,tt0080474,Brubaker,False,/1mrub90uU3Q36Nvnwz2fzZdItwl.jpg,9000000,,en,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,4.7968,/4DhrSojl3J0Z4wZyM2CfNGnKQWl.jpg,1980-06-20,37121708,125,Released,One man against a cruel system.,Brubaker,False,7.082,506,,,US,Crime|Drama,80|18,20th Century Fox,United States of America,English,prison|undercover|liberation of prisoners|arkansas|prison warden|based on true story|prison brutality|abuse|1960s|prison farm|prisoner abuse
273879,tt0130508,Black Angel,False,/tL3AGf4nDmwlzKvZ0UbfJvHmRTe.jpg,25000,https://itunes.apple.com/us/movie/black-angel/id870578336,en,"A knight returns home from the Crusades to find his village devastated by disease and his family gone. He roams the forest searching for them, until he finds a mysterious maiden who is being held prisoner by a black knight. In order to free her, he must confront her captor.",4.6692,/2znTF1MPhhV5Ny1ggXDBxN3rjmk.jpg,1980-05-21,0,25,Released,,Black Angel,False,6.417,24,,,CA|US|GB,Fantasy|Adventure|Horror,14|12|27,Canada Limited|Painted Lady Productions,Canada|United Kingdom,English,castle|forest|knight|disease|rescue from drowning|ruins
7988,tt0080934,The Island,False,/9MVGH5OR9DzWu7foCSHQBWcGztv.jpg,22000000,,en,"David Nau leads a band of modern day pirates who raid yachts and sail boats of people on vacation in the Caribbean. When reporter Blair Maynard and his son arrive to investigate the mystery of the disappearing boats, Nau and his band of raiders decide to induct them into their tribe.",4.5339,/1sRdwKeWAfXEThF8v3Oz9qMUhIM.jpg,1980-06-13,15700000,114,Released,For three hundred years a terrifying secret has been kept from the outside world.,The Island,False,5.2,99,,,US,Thriller|Horror|Mystery,53|27|9648,Universal Pictures|The Zanuck/Brown Company,United States of America,English,sea|pirate
5689,tt0080453,The Blue Lagoon,False,/4HYBkZPz2Gb7LWXludvvOfATzGS.jpg,4500000,,en,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",4.3454,/k6KsThCeoxxHDbVnlHLdTlf5wsy.jpg,1980-07-05,58853106,104,Released,A story of natural love.,The Blue Lagoon,False,6.1,1954,59586,The Blue Lagoon Collection,US,Adventure|Drama|Romance,12|18|10749,Columbia Pictures,United States of America,English,sexual identity|shipwreck|melancholy|lovers|stranded|marooned|pacific island|deserted island|tropical island|lost at sea|wistful|incredulous|sentimental
1578,tt0081398,Raging Bull,False,/wgq2oA1aJiawBlRDIU8agXk7DQQ.jpg,18000000,,en,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",4.263,/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg,1980-11-14,23380203,129,Released,I don’t go down for nobody.,Raging Bull,False,7.916,4606,,,US,Drama,18,United Artists|Chartoff-Winkler Productions,United States of America,English,"florida|new york city|jealousy|transporter|sports|brother|paranoia|violent husband|boxer|biography|fistfight|broken nose|domestic violence|black and white|over-the-hill fighter|bronx, new york city|aggressive|boxing|dreary|depressing|audacious|harsh|melodramatic|tragic"
85,tt0082971,Raiders of the Lost Ark,False,/zPACwR32amTNvzId9qyapCWXYDJ.jpg,18000000,https://www.lucasfilm.com/productions/raiders-of-the-lost-ark/,en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",13.796,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,1981-06-12,389925971,115,Released,The return of the great adventure.,Raiders of the Lost Ark,False,7.9,13284,84,Indiana Jones Collection,US,Adventure|Action,12|28,Paramount Pictures|Lucasfilm Ltd.,United States of America,English|Spanish|German|Hebrew|Arabic|Nepali,egypt|treasure|medallion|swastika|saving the world|nepal|himalaya mountain range|cairo|moses|hat|whip|leather jacket|mediterranean|ark of the covenant|ten commandments|nazi|excavation|riddle|treasure hunt|archaeologist|adventurer|archeology|globetrotting|religious history|1930s|dramatic|excited
21610,tt0082817,Nighthawks,False,/sbCQ5uuQ9Y4fkWR8NR3x41rvFvF.jpg,5000000,,en,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary.",14.9942,/EuWOvbS7GdbXuYhRwFXgUGIRFd.jpg,1981-03-17,19905359,99,Released,One man can bring the world to its knees and only one man can stop him.,Nighthawks,False,6.394,472,,,US,Action|Crime|Thriller,28|80|53,Martin Poll Productions|The Production Company|Universal Pictures,United States of America,German|Italian|French|English,police|undercover|chase|war veteran|murder|serial killer|terrorism|neo-noir
14900,tt0082474,The Great Muppet Caper,False,/p5qPj9klS3IKXBbnWurZYlmSpHx.jpg,14000000,https://movies.disney.com/the-great-muppet-caper,en,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",7.7387,/lnJc4B4njeyNHWqG00ozuUIhtu5.jpg,1981-06-26,31206251,97,Released,The Muppets... Scotland Yard... jewel thieves... lead to high adventure in London.,The Great Muppet Caper,False,6.889,328,,,US|GB,Family|Comedy|Crime|Romance|Mystery,10751|35|80|10749|9648,ITC Entertainment|Henson Associates,United Kingdom|United States of America,English,"london, england|great britain|england|puppetry|reporter|jewelry heist|marretas|anthropomorphic puppets"
764,tt0083907,The Evil Dead,False,/onq6lsJLX8ay5iwxEbKX3qJKeO9.jpg,350000,,en,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",6.3948,/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,1981-10-15,29612367,85,Released,The ultimate experience in gruelling terror.,The Evil Dead,False,7.275,4323,1960,Evil Dead Collection,US,Horror,27,Renaissance Pictures,United States of America,English,falsely accused|audio tape|aggression|log cabin|friends|zombie|occult|book of the dead|necronomicon|demonic possession|macabre|aggressive|zealous|lovecraftian|disgusted
699,tt0082398,For Your Eyes Only,False,/z7Jp7HAsY7MqXzPYzTjJnmOQk2r.jpg,28000000,https://mgm.com/movies/for-your-eyes-only,en,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,5.8049,/rIbhuS2xBHDYWAriFxLABlK2LZV.jpg,1981-06-24,195300000,128,Released,"No one comes close to James Bond, 007.",For Your Eyes Only,False,6.543,1993,645,James Bond Collection,GB,Adventure|Action|Thriller,12|28|53,EON Productions|United Artists,United Kingdom,Greek|English|Italian,"sea|assassin|london, england|smuggling (contraband)|submarine|undercover|england|secret mission|olympic games|secret intelligence service|drug trafficking|mountain|kgb|coral reef|ski jump|parrot|cryptographic device|figure skating|motorcycle|monastery|british secret service|snow skiing|serious|007"
10948,tt0082406,The Fox and the Hound,False,/lNmIAX1IuPIEPMHhLBEm4wmhYX0.jpg,12000000,http://movies.disney.com/the-fox-and-the-hound,en,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",6.1472,/aC3k6XBaYnulGSkK8263ABjU3Md.jpg,1981-07-10,29800000,82,Released,A story of two friends who didn't know they were supposed to be enemies.,The Fox and the Hound,False,7.133,3403,100970,The Fox and the Hound Collection,US,Adventure|Animation|Drama|Family,12|16|18|10751,Walt Disney Productions,United States of America,English,friendship|based on novel or book|fox|coming of age|dog|animals|hunting|unlikely friendship|pets
10246,tt0084522,Porky's,False,/7zVPeUgL6pgBmV0H9ptqeMiGHUD.jpg,4000000,,en,"In 1954 Florida, a group of high school boys head to a strip club in the Everglades in an attempt to lose their collective virginity. When the club's owner and his sheriff brother swindle them out of their money and embarrass them, the boys plan revenge.",5.3775,/AqCOt1cWfKqCepxK7LIdT812idH.jpg,1981-11-13,159989673,94,Released,Keep an eye out for the funniest movie about growing up ever made!,Porky's,False,6.412,935,109592,Porky's Collection,CA|US,Comedy,35,Melvin Simon Productions|Astral Bellevue Pathé|20th Century Fox,Canada|United States of America,English|Italian,virgin|florida|everglades|stripper|loss of virginity|redneck|school|hijinks|racism|lust|peeping tom|teaching|misadventure|sex comedy|voyeurism|duringcreditsstinger|virginity|1950s|group shower
8810,tt0082694,Mad Max 2,False,/MMSI9WzRmOdqXarevQ3Kqnytrx.jpg,2000000,,en,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",5.6158,/l1KVEhkGDpWRzQ0VqIhZqDDuOim.jpg,1981-12-24,24600832,96,Released,Just one man can make a difference.,Mad Max 2,False,7.388,4039,8945,Mad Max Collection,AU,Adventure|Action|Thriller|Science Fiction,12|28|53|878,Kennedy Miller Productions,Australia,English,mask|australia|chase|explosive|dystopia|boomerang|deal|post-apocalyptic future|exploitation|pilot|villain|feral child|community|ex-cop|sequel|truck|oil|wasteland|gang rape|motorcycle gang|dog|desolate|oil refinery|music box|adventurer|oil tanker|wanderer|angry|frantic|grim|action hero|good versus evil|antagonistic|forceful|harsh|ominous|urgent
10890,tt0083131,Stripes,False,/RtNJPHoCYXLdc0ckyBd4E3Xlkf.jpg,10000000,,en,"Hard-luck cabbie John Winger, directionless after being fired from his job and dumped by his girlfriend, enlists in the U.S. Army with his close pal, Russell Ziskey. After his barely satisfactory performance in basic training, the irreverent Winger emerges as the figurehead for a ragtag band of misfits. However, his hijinks threaten to cause an international scandal when he inadvertently commandeers a military assault vehicle behind enemy lines.",5.1215,/vP8tPOgmJSNOh4bpOv1bFjid3rZ.jpg,1981-06-26,85297000,106,Released,The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,False,6.564,984,,,US,Action|Comedy,28|35,Columbia Pictures,United States of America,English|Russian|Polish,date|ex-girlfriend|military spoof|training camp|private|army life|military training|army cadet|army training|war games|class clown
21484,tt0082933,Possession,False,/dHvNDVe4gdyp3QxAzX5yaWnoaEB.jpg,2400000,,en,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",5.1778,/lUFZsUuJ0YyhBXH8D2BFUd6wODm.jpg,1981-05-27,1200000,124,Released,Inhuman ecstasy fulfilled.,Possession,False,7.3,1255,,,FR,Horror,27,Gaumont|Oliane Productions|Marianne Productions|Soma Film Produktion,France|Germany,English|French|German,"adultery|berlin, germany|monster|police|marriage crisis|germany|berlin wall|obsession|investigation|gore|hysteria|teacher|murder|domestic abuse|serial killer|domestic violence|motorcycle|tentacle|miscarriage|separation|extramarital affair|mental illness|private detective|spiral staircase|doppelgänger|dual role|marital separation|video nasty|breakdown|downward spiral|impending divorce|depressing|frustrated"
107028,tt0082476,Green Ice,False,/bqp2A3fzk6eEVYIO2dNtaPLIJkn.jpg,14000000,,en,A down on his luck engineer gets involved in an adventure with a mysterious woman and an emerald magnate.,4.9894,/9mOmpiaBo0DUWyzqY2YeALVIXMb.jpg,1981-05-21,4000000,116,Released,He wanted adventure... She craved revenge... Emeralds held the answer.,Green Ice,False,5.5,18,,,GB,Adventure|Action,12|28,Jack Wiener Production|ITC Entertainment,United Kingdom,English|Spanish,
1103,tt0082340,Escape from New York,False,/aJsO6ek1ax2qDU8qJzB0HKBMHyA.jpg,6000000,http://www.theofficialjohncarpenter.com/escape-from-new-york/,en,"In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.",4.6028,/vH9llaphjAssRGi0k7e75tD40Ce.jpg,1981-05-23,50244700,99,Released,"1997. New York City is a walled, maximum security prison. Breaking out is impossible. Breaking in is insane.",Escape from New York,False,7.055,3396,115838,Escape From ... Collection,US,Science Fiction|Action,878|28,AVCO Embassy Pictures|Goldcrest|International Film Investors|City Films|Taurus Film,United Kingdom|Germany|United States of America,English,new york city|taxi|martial arts|street gang|usa president|war veteran|kidnapping|hostage|liberation of prisoners|gangster|dystopia|anti hero|post-apocalyptic future|wrestling|villain|attempt to escape|rescue mission|police operation|cyberpunk|urban setting|reluctant hero
44247,tt0082951,The Prowler,False,/w9eKficdGbJaOAH2DpUqqd51UNC.jpg,1000000,,en,"Thirty years after a murder on the night of Avalon Bay's graduation dance, the sleepy town's teens meet grisly ends at the hands of a prowler once thought to be a jilted soldier home from war.",4.2206,/4soFiMOul6GRN889FxfDNAt9Woh.jpg,1981-11-06,0,89,Released,If you think you're safe... you're DEAD wrong!,The Prowler,False,5.933,245,,,US,Horror|Thriller|Mystery,27|53|9648,Graduation|Carolco Pictures,United States of America,English,mask|murder|serial killer|slasher|maniac|pitchfork
40469,tt0082378,Final Exam,False,/qe7axCDpuDr1hBPXDYURZud17Dm.jpg,374000,,en,"In a small college in North Carolina, only a select few students are left to take mid terms. But, when a killer strikes, it could be everyone's final exam.",3.9859,/zRSF8rruLln8VVmEqgaRKlSzTcf.jpg,1981-06-05,3000000,90,Released,Some may pass the test… God help the rest.,Final Exam,False,5.143,126,,,US,Horror,27,Motion Picture Marketing (MPM)|Peninsula Management Productions,United States of America,English,college|final exam|north carolina|campus|grindhouse|serial killer|slasher|university
78,tt0083658,Blade Runner,False,/cFZRtb1Q4whERknfYtj7Fjsvxpg.jpg,28000000,http://www.warnerbros.com/blade-runner,en,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",12.3299,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,1982-06-25,41722424,118,Released,Man has made his match... now it's his problem.,Blade Runner,False,7.9,14592,422837,Blade Runner Collection,US,Science Fiction|Drama|Thriller,878|18|53,Shaw Brothers|The Ladd Company|Warner Bros. Pictures,United States of America|Hong Kong|United Kingdom,English|German|Cantonese|Japanese|Hungarian,"android|flying car|bounty hunter|artificial intelligence (a.i.)|genetics|based on novel or book|dystopia|futuristic|fugitive|cyberpunk|los angeles, california|alcoholic|origami|unicorn|tech noir|humanity|neo-noir|human clone|blade runner|2010s|dystopian sci-fi"
1091,tt0084787,The Thing,False,/jaO8WurWoUBE55nskqtFqPZFFaO.jpg,15000000,http://www.theofficialjohncarpenter.com/the-thing/,en,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,10.172,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,1982-06-25,19629760,109,Released,Anytime. Anywhere. Anyone.,The Thing,False,8.07,7625,479888,The Thing Collection,US,Horror|Mystery|Science Fiction,27|9648|878,Universal Pictures|The Turman-Foster Company,United States of America,English|Norwegian,spacecraft|helicopter|space marine|based on novel or book|isolation|mutation|paranoia|grave|snowstorm|research station|alien life-form|alien|remake|survival|creature|helicopter pilot|antarctica|shape shifting alien|alien infection|survival horror|sled dogs|alien monster|paranoid|alien parasites|desperate|isolated place|uncertainty|blood test|body horror|ambiguity|lovecraftian|critical|distressing|doubtful|ominous|antarctic
601,tt0083866,E.T. the Extra-Terrestrial,False,/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg,10500000,http://www.et20.com/,en,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",15.1118,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,1982-06-11,797307407,115,Released,"He is afraid. He is totally alone. He is 3,000,000 light years from home.",E.T. the Extra-Terrestrial,False,7.511,11732,,,US,Science Fiction|Adventure|Family|Fantasy,878|12|10751|14,Universal Pictures|Amblin Entertainment,United States of America,English,farewell|space marine|operation|flying saucer|nasa|homesickness|loss of loved one|extraterrestrial technology|prosecution|riding a bicycle|halloween|finger|flowerpot|alien|single|single mother|alien contact|homesick
9387,tt0082198,Conan the Barbarian,False,/6cYPpzjHcxcSaXEQc8s3sMbcfZS.jpg,20000000,,en,"A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",9.8127,/qw2A587Ee61IwcSOLNFRhuOACZZ.jpg,1982-03-16,68851475,130,Released,Thief. Warrior. Gladiator. King.,Conan the Barbarian,False,6.8,2696,43055,Conan the Barbarian Collection,US,Adventure|Fantasy|Action,12|14|28,The De Laurentiis Company|Pressman Film,United States of America,English,based on novel or book|gladiator|fight|magic|repayment|mythology|despot|black magic|warlord|stone age|thief|barbarian|wizard|warrior|serpent|action hero|sword and sorcery|mysticism|good versus evil|irreverent|grand|admiring
1368,tt0083944,First Blood,False,/teCZlGivejMw4rVzyxBSYQNr6XI.jpg,15000000,https://www.lionsgate.com/movies/rambo-first-blood,en,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",9.3267,/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,1982-10-22,125212904,93,Released,This time he's fighting for his life.,First Blood,False,7.497,6684,5039,Rambo Collection,US,Action|Adventure|Thriller|War,28|12|53|10752,Carolco Pictures|Anabasis|Elcajo Productions,United States of America|Netherlands Antilles,English,prison|guerrilla warfare|dying and death|vietnam war|vietnam veteran|hero|vietnam|police brutality|sheriff|escape|police|gun|submachine gun|falsely accused|anti hero|destroy|self-defense|firearm|prosecution|attempt to escape|police operation|matter of life and death|tramp|national guard|woods|rural area|survivalist|special forces
1371,tt0084602,Rocky III,False,/ljOHSIyTbxdkQFjcJyWKfGm2i2r.jpg,17000000,https://www.mgm.com/movies/rocky-iii,en,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,8.2976,/9jS3wG3cNSEu8sVUFAFQ8exyaaH.jpg,1982-05-28,125052898,100,Released,The greatest challenge.,Rocky III,False,6.899,4377,1575,Rocky Collection,US,Drama,18,United Artists|Chartoff-Winkler Productions|Metro-Goldwyn-Mayer,United States of America,English,dying and death|transporter|sports|trainer|boxer|comeback|defeat|training|world champion|challenger|victory|rematch|revenge|wealth|fame|shocking|boxing|lighthearted|admiring|powerful
97,tt0084827,Tron,False,/vUmeBHiGp5r2ydd8aEvbNLamTVD.jpg,17000000,https://movies.disney.com/tron,en,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",8.4125,/jigY9B6TKz4qlfikZcd18qtzTK4.jpg,1982-07-09,33002371,95,Released,A world inside the computer where man has never been. Never before now.,Tron,False,6.644,2615,63043,TRON Collection,US,Science Fiction|Action|Adventure,878|28|12,Lisberger/Kushner Productions|Walt Disney Productions,United States of America,English,hacker|virtual reality|dystopia|simulation|super computer|utopia|computer simulation|simulated reality |cyberspace|bike racing|arcade game|adoring|pac-man
